CapableOf
soda	recyclable_product
aunt	visit_niece
lathe	machine_parts
visual_patterns	use_colors
baby	shake_rattle
salesperson	box_chocolates
businessman	shoulder_strangers
dumptruck	salt_road
peole	dance
copper	corrode
susi	find_dancefloor
despotism	kill_freedom
paint	coat_wood
thief	pick_pocket
we	cross_bridge
noisy_children	raise_ruckus
automobiles	burn_gasoline
guru1	eat_banana
people	position_objects
brakes	slow_vehicles
secretary	receive_message
gardner	water_lawn
leader	chair_panel
dogs	attack
people	lower_voices
house	weather_storm
rough_sex	break_condoms
owner	sign_deed
high_jumper	jump_high
accident	happen_to
computers	appear_dumb
nation	arm_military
please_if	explain
hot	mean_sexy
children	play_chess
water	power_turbine
restaurants	offer_lunch
loudspeaker	produce_sound
politicians	trade_favours
coach	field_team
living_things	increase_population
mechanics	machine_parts
everyone	lower_voices
policeman	say_stop
pregnant_lady	showing
reader	choose_book
car	stall
politician	state_falsehood
matches	light_candle
person	wear_cap
chair	stand_alone
athlete	jump_high
cooking	require_heat
experience	increase_knowledge
tenor	sing_opera
kids	distracting
broken_glass	cause_cuts
cat	clean_themselves
person	settle_argument
cat	kill_bird
judge	right_wrong
child	anger_mother
child	visit_zoo
cough_medicine	quiet_cough
person	machine_part
sand	irritate_skin
bonnet	shade_face
farmer	enter_barn
new_homeowner	plant_tree
detective	miss_clue
determined_person	master_situation
hostess	work_room
accountant	cook_books
weightlifter	lift_weight
violinist	perfect_part
artists	paint_pictures
people	control_events
plane	gain_altitude
skydiver	ready_parachute
kids	wet_bed
lawyer	try_case
lady	look_pretty
judge	order_sentence
hunters	fear_lions
vintner	bottle_wine
we	suprise_friends
chess_player	advance_queen
kindergartener	beginning_school
chairs	cost_nothing
chocolate	make_happy
open_drawbridge	stop_traffic
people	build_houses
mice	eat_cheese
people	crowd_city
music	delight_senses
cupbord	store_food
chef	cook_cke
diver	holding_breath
fisherman	fish_stream
newspaper	educate
manager	page_worker
ali	power_bicycle
arrow	projectile
boxer	throw_match
leaders	present_awards
eye	focus
mover	move_piano
silk	feel_sexy
person	value_love
general	position_troops
overeating	double_weight
merchants	price_merchandice
gymnasts	do_flips
feelings	alter_behavior
child	choose_sweets
water	wet
teacher	mark_test
locker_room	smell_bad
black_cat	cross_path
housewife	iron_shirt
busboy	bus_table
professors	plan_lectures
developing_lexicon	large_project
testicles	produce_semen
collector	gathering_antiques
tree	grow
famers	milk_cows
trick	fool_person
batter	hit_baseball
child	clean_room
student	learn_subject
librarian	find_information
person	receive_mail
grandma	offer_cookies
buddists	wear_robes
movie_star	act
company	own_resources
car	crash
just_leader	govern_wisely
teens	hang_out
companions	walk_together
smart_people	rule_people
heat	brown_food
person	put_object
translator	bridge_languages
suicidal_person	drink_poison
smoke	cake_chimney
clubs	book_bands
children	battle_illnesses
attorney	prove_case
meditation	still_mind
rubbing_skin	cause_bleeding
touching_electricity	cause_shock
humans	drive_cars
fear	separate_people
person	notice_problem
dealer	hit_blackjack
lover	make_love
cook	bread_fish
gas	power_cars
person	cross_street
gyms	clubs
receptionists	charge_guests
mole	dig_hole
watch	time_race
plank	bridge_gap
pregnant_woman	expect_baby
businessman	ship_package
exercise	strengthen_muscles
angry_person	raise_hell
gardeners	pick_flowers
bird	experience_flight
janitor	empty_trashcan
parent	name_children
person	need_companionship
air	blow_hard
machinist	blue_workpiece
guerilla	spring_ambush
person	keep_bees
choir	sing
witness	name_attacker
marketer	position_product
tuna	please_cat
singers	warm_up
bird_watcher	spot_bird
dog	belong_human
ladies	cake_makeup
fallen_tree	bridge_gap
physician	doctor_wound
butter_knives	spread_butter
large_rocks	break_plow
patient	take_pills
lifeguards	save_lives
stockers	bagging_groceries
company	liquidated
restaurant_somewhere	eat
sailor	wind_winch
usher	seat_spectator
chef	butter_pancakes
remark	cause_response
negligence	cost_life
wrecking_ball	breaking_building
people	suffering_pain
hunter	stalk_prey
iron_alloys	rust
spy	bug_office
dehumidifier	dry_air
people	feel_cold
children	come_home
wind	age_land
eyes	dry_out
dissapointments	anger_people
person	courageous
mobile	delight_infant
fisherman	fillet_fish
dinosaurs	dead
genes	mutate
tv_guide	book
boxer	box_another
operators	page_people
postal_service	ship_package
vampires	bite
person	date_else
people	head_committee
mom	quiet_children
sandpaper	even_wood
hunting_decoy	fool_duck
bombs	explode
negative_comment	kill_motivation
shipper	number_crate
workers	dig_hole
animals	keep_alive
older_child	tie_shoelace
rope	tie
sunshine	clear_mist
people	sign_checks
kids	wonder_about
merchant	get_paid
teacher	need_students
rubbing_skin	cause_redness
rooms	different_sizes
bigotry	cloud_judgement
raccoons	climb_trees
clouds	move_in
florist	smell_roses
hot_person	drink_water
person	open_letter
smoke_alarm	detect_smoke
bullets	nail_targets
anybody	question_authority
president	lose_election
ignorants	farm_animals
infrastructure	bridge_chasm
children	play_rugby
horse	pull_wagon
detective	tail_person
person	report_crime
baggers	bag_groceries
congress	force_change
if_rusts	become_useless
eagles	circle_prey
we	doubt_answer
farmers	trading_milk
patient	visit_doctor
products	cost_money
toilet	flush
celebrities	sign_autographs
tall_person	reach_ceiling
leader	guide_team
cars	require_petrol
students	fail_math
gambler	place_bet
trumpeteer	play_tune
clerk	sort_papers
detective	trust_instinct
nearly_everyone	eat
everybody	grow_old
puppy	pet
flexible_person	weather_changes
love_story	warm_heart
factory_machine	can_juice
machine	sort_trash
runner	running
cause	succeed_effect
children	horse_around
stove	burn_child
hunter	dress_deer
person	study_literature
tailor	press_pants
person	face_wall
car	go_downtown
bat	hit_ball
spider_man	sense_danger
ice	cool_food
smile	warm_heart
pimples	stick_out
lions	hunt_prey
people	smoke_smokes
muscles	relax
prosecutor	state_case
fire	burn_houses
soldiers	storm_fort
child	state_name
artist	paint_canvas
photographers	position_props
cobbler	shoe_horse
pilot	man_airplane
postman	sort_mail
runner	race_clock
wind	spread_seeds
athlete	break_record
opera_singer	sing_aria
oven	heat_meal
quarterback	pass_football
newscasters	report_news
dogs	mate
reading	free_mind
felt	emotion
monitor	view_bluescreen
farmer	shake_tree
wwf	air_t
statistics	prove
watch	time_event
horse	run_quickly
neon	light_sign
kangaroos	leap
person	even_score
diamond	last_forever
idea	power_revolution
vexatious_litigant	yell
israeli	crossing_jordan
sailors	man_lifeboats
leaders	govern_group
dolphin	wave_fin
person	hear_voice
two_people	row_boat
golfers	drive_ball
god	judge_men
mistake	cost_money
person	gain_knowledge
perceptive_man	call_bluff
poet	write_verse
sharks	circle_ship
person	visit_museum
tracks	guide_train
anything	surprise
worried_person	act_nonchalant
zoo	control_animal
chess_player	plan_gambit
information	increase_awareness
weightlifter	lift_weights
stockbrokers	trade_stocks
actress	study_lines
rain	wet_person
baseball_team	field_player
animals	get_cold
little_girls	dress_dolls
people	teach_computers
engineer	realise_dream
bee	sting
bombs	destroy_cities
chaos	increase_confusion
temperature	increase
dinner_guest	pass_salt
dirt	ring_bathtub
editor	notice_mistake
clerk	price_item
passengers	board_boat
people	wash_car
plowman	drive_ox
sidewalk	getting_hot
astronaut	space_walk
burglar	case_building
failure	illusion
carpenter	use_hammer
coach	cut_player
tanners	smoke_leather
bush	shade_grass
capacitor	store_charge
cat	view_king
boss	busy_workers
lizard	sun_itself
basketball_players	jump_high
steel_wool	burn
play	end_badly
strong_man	shoulder_burden
hiker	hike_mountain
person	drink_tea
vexatious_litigant	shout
grandfather	give_presents
poison_ivy	cause_rash
pot	cloud_minds
pinup	wear_sweater
woodcutter	saw_trees
tiger	eat
bloodhound	tail_suspect
finger	touch_mouse
soldier	guard_fort
drummer	follow_tume
traveler	board_bus
dogs	fight_cats
parents	ball_out
set	include_items
battery	start_engine
people	question_people
refrigerators	cool_milk
person	acting_angrily
fences	separate_yards
pilots	fly_helicopter
jewelry	draw_attention
person	envy_computer
air	raise_titanic
people	fool_computers
birdsongs	sound_musical
handyman	oil_hinges
signwriter	letter_sign
dogs	pant
angry_people	storm_out
bomber	drop_bombs
jesus	spread_love
ball_receiver	carry_football
argentinean	dance_tango
bad_deed	pain_person
afghan	growing_poppies
experienced_person	captain_ship
people	passengers
pumps	compress_air
computer	increase_number
policeman	stop_car
warehouse	store_goods
earthquake	shake_city
people	airing_laundry
revolutionary	storm_bastille
singer	record_record
children	play_lacrosse
person	gain_favour
cathartic	laxative
person	salt_food
wax	burn
moms	mother_kids
words	mean_things
painter	letter_sign
army	fight_enemy
clouds	cloud_sky
animal_species	become_extinct
lip	above_mouth
people	work_uselessly
masking_tape	reinforce_boxes
crooked_accountant	doctor_books
homeowner	receive_mail
soldier	fire_gun
people	hurry_home
anyone	master_computers
humans	criminals
home_owner	pay_mortgage
bird	fly_high
teachers	explain_ideas
clerk	stock_shelves
heating_pad	relieve_backache
televised_educators	use_erasers
sailor	tie_knot
artists	try_painting
kiruna_stamell	bewhitch
sportsmen	suffer_defeat
peon	question_authority
tourist	visit_museum
skin	feel_heat
pigs	smell_truffles
band	play_music
pilot	fly_aeroplanes
people	enjoy_themselves
mum	walk_child
diner	order_special
grass	burn
laughing	wet_pants
scenery	beautifull
technician	fix_device
young_woman	look_beautiful
farmer	plant_wheat
chocolate_soufflet	delight_palate
players	continue_playing
computer	become_sensible
jim	finish_homework
uml	generate_code
cook	separate_eggs
loved_person	else's_treasure
hero	stand_alone
person	leap
purse	store_money
school_system	bus_students
broker	trade_commodities
chef	season_pizza
water	thin_paint
clerk	return_change
mammals	drown_underwater
phone	ring_incessantly
teacher	teaching_class
rancher	fence_land
john	eye_harry
playing_games	cost_time
toddlers	run_carelessly
employee	attend_meeting
caligrapher	letter_envelope
chef	cook
computer	count_symbols
young_man	join_marines
victor	best_vanquished
teenager	act_crazy
untied_shoelace	trip
flowers	delight_women
flight	arriving_late
baby	talk_nonsense
cloudy_day	clear_up
teacher	better_knowledge
waiter	serve_customers
researchers	battle_diseases
gunner	man_position
soldier	storm_beach
liar	fool
person	say_goodbye
basebaseball_batter	strike_baseball
americans	voice_opinions
reader	miss_word
muffins	taste_good
child	sign_name
good_manners	matter_alot
ali	count_money
ben_stiller	milk_cats
weight_lifter	lift_barbells
organism	need
gentleman	raise_hat
farmer	farm_vegetables
love	cloud_mind
injury	hurts
healthy_child	do_cartwheels
knife	kill
photoshop	doctor_photo
guide	lead_tourist
cook	season_steak
maintenance_man	clean_gutters
cashier	take_money
person	bagging_groceries
prostitute	spread_disease
person	say_love
student	throw_ball
hand	push_door
hostess	group_people
police	board_vessels
fire	heat_people
gasoline	power_cars
baby	wave_hand
beavers	slow_rivers
bird	sing_song
accident	cause_injuries
student	circle_answer
anybody	sign_petition
humans	hunt_marmot
judge	require_testimony
people	eat_duck
trainer	page_veterinarian
timekeeper	time_game
guests	present_gifts
spammers	mail_everyone
children	try_patience
person	press_doorbell
police_personnel	walk_beat
gardener	plant_shrub
person	stock_pantry
quartermasters	supply_clothing
lightning	kill_people
wax	moulded
dishonesty	destroy_trust
basketball_team	win_game
child	lose_key
gardener	grow_garden
rheumatic_fever	involves_heart
hand	write
model	walk_runway
wind	turn_windmill
students	experience_education
razor	become_dull
officials	time_atheletes
anyone	enter_contest
nation	ready_troops
bat	eat_mosquitoes
mobster	pay_bribe
audience	hear_music
thief	take_wallet
students	complete_scentences
hammer	break_window
pistol	fire_bullet
is	expensive
snake	sun_hide
restaurant	serve_dinner
cheese	age_well
ruler	govern_people
technicians	service_machinery
handshake	welcome_friend
person	lift_book
introspection	perfect_self
clock_alarm	wake
librarian	shelve_books
grandchildren	visit_grandmothers
mosquito	fly
