nun	priest
connect	apart
confutable	verifiable
maidenly	unmaidenly
emergently	nonemergently
neighbour	distant
informative	uninformative
consistency	inconsistency
microwavable	unmicrowavable
office	outside
interdistrict	intradistrict
glad	sad
underhedged	overhedged
knowledge	ignorance
yawn	awake
crowd	solitude
nothing	anything
protest	support
care	apathy
most	hardly
clockwise	acw
typical	atypical
kreophagist	akreophagist
earthling	alien
hour	second
seawater	freshwater
godsome	devilsome
order	suggestion
green	nongreen
hyperploidy	hypoploidy
youth	age
final	early
pass	fail
advantage	handicap
christmas	cat
protest	concede
sinophobe	sinophile
inclusionism	deletionism
upmarket	downmarket
gain	waste
hindsight	foresight
repeatable	unrepeatable
subliminal	superliminal
duck	goose
homogametic	heterogametic
road	pavement
favourable	unhelpful
victim	offender
grow	stagnant
cooperation	competition
trained	untrained
remainiac	brexiteer
single	album
adaxonal	abaxonal
underexpressed	overexpressed
contemptible	venerable
homodyne	heterodyne
contra	for
pain	relief
lack	possess
unhappiness	happy
ailihphilia	aibohphobia
unformable	formable
unintentionally	intentionally
mountain	hill
auspicious	disastrous
micro	macro
away	present
medioparietal	lateroparietal
protophobic	protophilic
winnable	unwinnable
farm	apartment
acidity	alkalinity
acid	alkaline
away	stay
explosion	implosion
antinatalism	natalism
happiness	unhappiness
age	getting
mild	harsh
proworker	antiworker
notice	neglect
atrophy	strengthen
victory	defeat
period	frequency
dense	diffuse
heterotactic	isotactic
heat	chill
hyperopia	nearsightedness
literal	figurative
processed	unprocessed
proponent	detractor
deposition	erosion
disable	enable
draw	paint
factory	farm
memory	brainless
pessimize	optimize
comfort	austerity
outer	inner
sinistromanual	dextromanual
microborrower	microlender
befriend	befoe
equilibrium	disequilibrium
abaxial	adaxial
auspicious	ominous
frontogenesis	frontolysis
normalcy	abnormality
expressable	inexpressable
anarchy	nonanarchy
annexation	separation
atheophobia	theophobia
large	small
unscored	scored
cause	consequence
intrachromosomally	interchromosomally
incompatibilism	compatibilism
cr	dr
inherent	extrinsic
syllepsis	prolepsis
debt	profit
clearness	obscurity
onymous	anonymous
monomeric	polymeric
quenchable	unquenchable
synthesis	analysis
least	greatest
monopsony	monopoly
heteroscedastic	homoscedastic
symmetrically	asymmetrically
fame	notoriety
injure	help
just	injustice
heteronuclear	homonuclear
exaggerate	downplay
chewable	unchewable
incondign	condign
expert	nonexpert
clockwise	withershins
empathic	apathetic
imaginatively	unimaginatively
ruthful	ruthless
dear	hated
profane	sacred
raise	pay
away	closer
calmecac	telpochcalli
rhizotonic	arrhizotonic
theory	law
command	serve
decompressive	compressive
cautious	neglecting
oligomenorrhea	menorrhagia
aren't	am
faultful	infallible
blacken	whiten
deaccession	accession
same	unequal
danger	secure
infinity	finity
end	home
minification	magnification
mif	sgml
albino	hypermelanoid
proximate	ultimate
fresh	rotten
cultured	uncultured
acrophobia	bathophobia
diaglyphic	anaglyphic
engaging	boring
superset	subset
history	future
legalist	antinomian
optional	obligatory
sugariness	tartness
unintelligibility	intelligibility
assessability	unassessability
absolute	conditional
complexity	simplicity
parataxis	hypotaxis
export	import
nrem	rem
login	logoff
play	nothing
next	subsequent
count	decreasing
super	infra
biblical	unbiblical
hide	expose
mean	kindness
reply	exclaim
standstill	motion
failure	success
bank	mattress
flash	dark
litotes	hyperbole
blue	sky
tin	nit
proper	partial
photodensity	phototransparency
consonantal	vocalic
allowed	forbidden
vincible	unconquerable
iconic	aniconic
necessity	impossibility
insolvent	solvent
point	plane
eclectic	exclusive
assortative	disassortative
underdiagnosed	overdiagnosed
nucleofuge	nucleophile
sold	bought
taxed	untaxed
basement	attic
verbal	implied
thaumatogeny	nomogeny
traditionalist	reformer
sneeze	bless
ratioless	ratioed
anopia	observance
dim	brightly
entire	nothing
radical	derivative
teenty	twelfty
jehovist	adonist
unevenly	evenly
inaudibly	vocally
empire	anarchy
injure	praise
truth	falsehood
matroclinous	patriclinous
signable	unsignable
impossible	easy
conservation	spending
fortunate	unlucky
blind	sighted
divided	undivided
myopic	hyperopic
must	might
peated	unpeated
seropositive	seronegative
apparent	hidden
country	france
possibly	inevitably
soup	stew
barognosis	baragnosis
persistor	desistor
armenophobe	armenophile
inauspicious	auspicious
ectohydric	endohydric
informulable	formulable
combined	separated
ameliorate	worsen
employment	unemployment
eobiotic	xenobiotic
israelophile	israelophobe
misandrist	philandrist
publicness	privateness
casual	inevitable
tractable	intractable
macrostructure	microstructure
introverted	extroverted
epicure	person
epinecral	hyponecral
do	leave
uneath	eath
rest	wakefulness
tight	loose
mile	meter
below	upstairs
defeat	win
contradiction	tautology
dove	hawk
infidelity	faithfulness
shake	still
closet	out
humiliate	honor
seasonal	unseasonal
coagulant	anticoagulant
capricious	conscientious
neurotypical	neuroatypical
nonbreakable	fragile
waste	conserving
coldness	warmth
allow	reject
paper	scissor
summarizable	unsummarizable
technorati	luddites
undisciplined	disciplined
focused	distracted
overquote	underquote
considerateness	inconsiderateness
timid	daredevil
middle	small
dehumidifier	humidifier
toward	fromward
camp	luxury
modern	premodern
boredom	fun
room	outside
chillax	badly
hateful	loveful
bat	tab
ailurophobia	ailurophilia
drink	throw
sane	crazy
exoteric	exclusive
metallicolous	nonmetallicolous
orbit	deorbit
undetectable	detectable
occupation	job
hellish	heavenly
mercury	pluto
hyponecral	epinecral
corticofugal	corticopetal
drunkard	pioneer
xenodochial	xenophobic
spoon	fork
ambisinistrous	ambidextrous
increase	shrink
length	short
motile	sessile
ee	er
level	skew
tactful	tactless
homeothermic	poikilotherm
echoic	anechoic
hyponymous	hypernymous
laughterful	laughterless
despect	respect
unbearable	bearable
recognisable	unrecognisable
new	original
quality	crummy
individual	group
nonstretchable	stretchable
lifeward	deathward
sidekick	mentor
intracorporeal	extracorporeal
basiscopic	acroscopic
work	being
mixed	pedigree
recuperation	detournement
unknowledgeable	knowledgeable
omnidirectionally	unidirectionally
frail	sturdy
condemned	blessed
descendant	forebear
inception	end
permanent	sometimes
runny	thick
carry	leave
soup	salad
common	extraordinary
color	clear
containable	uncontainable
party	work
categorematic	syncategorematic
noncontroversial	controversial
substitutable	unsubstitutable
opening	closing
phototransparency	photodensity
perversion	normophilia
attack	defence
iron	material
priori	posteriori
country	urban
flood	drought
out	in
transience	inveteracy
enter	out
dollar	cents
attack	surrender
surrender	captive
atypically	typically
iron	dull
cautious	uncautious
zero	one
because	why
inequation	equation
sun	moon
degree	failing
falsehood	truth
buy	save
deal	shuffle
surrender	win
impartial	partial
intraclade	interclade
addible	inaddible
lna	hna
mandatory	optional
obedience	disobedience
yes	nay
or	neither
lowcut	highcut
pigeonholeable	unpigeonholeable
incompleteness	finishedness
reverse	normalise
devil	god
happiness	suffering
sentimental	unsentimental
safe	unsafe
beast	tame
main	secondary
revere	despise
criminalization	decriminalization
knowledgeable	unknowledgeable
hard	easy
apogalacticon	perigalacticon
accident	purpose
witless	witful
pleisiomorphic	apomorphic
interior	exterior
awkward	cool
street	avenue
perfect	mistake
evolution	stagnation
realisable	unrealisable
groundable	ungroundable
drop	holding
antinomianism	legalism
coloring	neutral
exceptionally	commonly
rest	play
dull	sharp
underwhelm	overwhelm
metal	plastic
mediocre	exceptional
hurtable	unhurtable
pay	stiff
heated	unheated
walk	running
recommend	oppose
interred	unburied
hypovitaminosis	hypervitaminosis
cooperative	adversarial
oversleep	undersleep
serious	trifling
downbeat	upbeat
responsible	irresponsible
privatize	nationalize
future	present
levity	gravity
malevolent	benevolent
still	movement
walk	stay
dull	exciting
inexact	exact
unsatisfying	satisfying
frequently	seldom
sound	silence
stainability	unstainability
heterogamy	homogamy
divided	unified
first	second
victim	attacker
robbery	giving
fool	wise
amateur	professional
calm	hectic
mankind	womankind
nearside	offside
sunlight	moonbeam
decomposable	undecomposable
urgently	apathetically
motion	moving
navigable	unnavigable
angerless	angerful
walk	stopping
distinct	same
connect	disconnect
possibly	impossibly
ereyesterday	overmorrow
pepper	salt
acronycal	cosmical
die	birth
as	metaphor
liar	truth
sheep	done
fannishness	unfannishness
malevolence	benevolence
accession	deaccession
dryside	wetside
curfew	out
sweet	salty
historical	ahistorical
repressible	irrepressible
dead	living
unblinkingly	blinkingly
illwisher	wellwisher
respectable	contemptible
inhibit	disinhibit
forbidding	approachable
against	being
interested	uninterested
menarche	menopause
jurisdictionalism	clericalism
bigoted	tolerant
melanism	albinism
final	initial
undisabused	disabused
name	unknown
drop	catch
wave	water
middle	outer
chance	chest
giant	midget
speaker	microphone
underqualified	overqualified
construct	destroy
possibly	certainly
increment	decrement
rise	set
terminate	continue
unsettle	settle
risky	riskless
syncline	anticline
lesser	greater
fresh	dull
antivaccinationist	provaccinationist
increasable	unincreasable
mortality	immortality
smell	sight
upload	download
slow	brisk
unprocurable	procurable
body	head
subtle	simple
egoistic	altruistic
cheap	expensive
transient	permanent
internal	external
carbonated	uncarbonated
containment	détente
gauche	adroit
hypomethylation	hypermethylation
wmv	mpeg
serodiscordant	seroconcordant
infinite	limited
opponent	ally
xnor	xor
ordinary	normal
hindersome	helpful
inch	centimetre
approximately	definitely
defeat	conquer
worsen	improve
ectopic	entopic
masculinity	femininity
keep	rid
incompetence	competence
above	below
city	countryside
raise	cut
sale	full
unfading	fading
tachy	brady
following	abovementioned
dissuasion	persuasion
work	home
quantitatively	qualitatively
sanity	insanity
aforesaid	following
homophora	deixis
magnetic	antimagnetic
shade	sunshine
plant	mineral
solidity	openness
friendless	enemyless
proximal	distal
gray	bright
incredulity	credulity
honest	untruthful
paint	strip
unthinking	thinking
mif	xml
aestival	hibernal
chic	unfashionable
relax	stress
periastron	apastron
homoeroticism	heteroeroticism
kosmotropic	chaotropic
fameless	famous
demyelinating	myelinating
religious	areligious
articulated	unarticulated
acholia	cholaemia
happy	unfortunate
likable	unlikable
unbecoming	suiting
afforestation	deforestation
predictive	reactive
exception	commonness
canoe	kayak
apterium	pteryla
slope	level
heterodirectional	homodirectional
duh	really
fertile	barren
submissive	defiant
inalienable	alienable
supportableness	insupportableness
ad	ac
headlong	arselong
arrogant	servile
megaloblast	normoblast
room	hallway
parachronistic	prochronistic
wisdom	foolishness
exist	nonexistent
man	her
extraordinary	everyday
mountain	molehill
inaccurateness	accurateness
uninhabited	inhabited
learn	teach
abducent	adducent
recordable	erasable
believably	unbelievably
jog	walk
environmentability	heritability
crowd	solitary
lady	tramp
overt	covert
traditionally	untraditionally
protest	agreement
value	derogate
kohai	senpai
fell	stood
illimitable	limitable
overt	hidden
cisc	risc
agent	patient
fatigable	infatigable
pacifism	bellicism
monophonic	stereo
mysticism	rationalism
impede	expede
hypernatremic	hyponatremic
prisoner	free
calcicole	calcifuge
synonymous	nonsynonymous
happiness	sadness
despised	undespised
light	darkness
exhale	breathe
ignore	recognize
ketoic	nonketoic
person	thing
smell	aroma
heteroamorous	homoamorous
ambilevous	ambidextrous
monogenesis	polygenesis
common	unique
retrodict	predict
colloquy	soliloquy
stereo	monophonic
lowercamelcase	uppercamelcase
nightfall	dawn
sharpen	blunt
tradesman	tradeswoman
infiniteness	finitude
game	chore
edible	inedible
ground	roof
blacklist	whitelist
rush	dawdle
hintable	unhintable
energy	weakness
tight	baggy
negligibly	importantly
overguesstimate	underguesstimate
